"Date","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C3_Cancel.public.events.1","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","ConfirmedCases","ConfirmedDeaths","Cases_daily","Deaths_daily","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","driving","walking","daily_vaccinations","first_dose","second_dose","third_dose","total_doses","vax1","vax2","BKK.bus","Reg.bus","Personal.car","BKK.train","Reg.train","BKK.airport","Reg.airport","infected","death","retail","gro","parks","trans","work","res","dr","wlk","vax_1","vax_2","bus_bkk1","bus_inter_reg","trainbkk","trainreg","bkk_airp","reg_airp","car"
2021-07-25,2,2,2,2,4,1,1,1,3,2,497302,4059,15335,129,-33,6,-50,-67,-18,11,38.24,31.33,90934,12307788,3652990,0,15960778,80943,9991,209073,870,991998,93103,5350,1,98,0.357836515667142,-0.046550497398174,-1.48296247851561,-0.754270213979987,-1.36941069662804,-1.68586489252653,0.155413465728444,0.674251741384456,-0.803421347001495,-0.737736342988694,-1.26177087376785,-0.775350845806673,-1.72504813787834,-0.979071263884798,-1.57795940232637,-1.20264434582717,-0.794627376046475,-0.782827903969366,-2.05752339652179
2021-07-26,2,2,2,2,4,1,1,1,3,2,512678,4146,15376,87,-23,12,-42,-65,-43,15,38.87,31.52,138892,12429925,3669745,0,16099670,122137,16755,257658,980,1202658,140237,6046,1,122,0.363963053672165,-0.539956400419828,-0.148463060278841,0.198492161573681,0.0487492481000271,-1.33047835391751,-2.31146694265955,1.79218208979392,-0.739908781886798,-0.708720915107026,-0.950641386481675,-0.712314248501817,-1.24414481869312,-0.966303462740791,-1.15382038741952,-1.04464920820001,-0.794627376046475,-0.775753958095418,-1.27154875556847
2021-07-27,2,2,2,2,4,1,1,1,3,2,526828,4264,14150,118,-23,13,-41,-61,-29,11,39.78,31.69,327389,12714312,3712747,0,16427059,284387,43002,331948,1033,1440424,223155,7444,2,98,0.180764624546365,-0.175775852951464,-0.148463060278841,0.357285890832625,0.226019241191036,-0.619705276699476,-0.930013913962275,0.674251741384456,-0.648168410054457,-0.682759742791849,0.274798223951432,-0.46770727489736,-0.508808653574877,-0.960151704007769,-0.407676227406653,-0.727296905897182,-0.794320962000329,-0.782827903969366,-0.384441347987964
2021-07-28,2,2,2,2,4,1,1,2,3,2,543361,4397,16533,133,-26,8,-42,-69,-57,19,38.11,30.97,164270,12858570,3732759,0,16591329,144258,20012,213896,871,1136665,103704,5479,5,325,0.53685096761878,0.000440540984840696,-0.548812885749873,-0.436682755462097,0.0487492481000271,-2.04125143113555,-3.69291997135683,2.91011243820338,-0.816527114406115,-0.792712943185538,-0.783566196204998,-0.681960878096448,-1.67730919152802,-0.978955192965307,-1.4825654680745,-1.17336076428421,-0.79340171986189,-0.71592016591161,-1.51776932179097
2021-07-29,2,2,2,2,4,1,1,2,3,2,561030,4562,17669,165,-26,8,-44,-61,-24,11,39.03,30.89,420148,13225233,3786244,0,17011477,366663,53485,342573,1054,1484579,231122,7811,0,55,0.706600898684774,0.376368848048958,-0.548812885749873,-0.436682755462097,-0.30579073808199,-0.619705276699476,-0.436637832284676,0.674251741384456,-0.723778606619573,-0.804929965451503,0.896211286435219,-0.370011732386006,-0.403640437739887,-0.957714214698459,-0.335984549811649,-0.643986251429987,-0.794933790092621,-0.795502056993522,-0.219698585853272
2021-07-30,2,2,2,2,4,1,1,2,3,2,578375,4679,17345,117,-28,11,-47,-62,-24,13,41.82,32.9,480155,13640179,3851453,0,17491632,414946,65209,348148,1046,1541537,235216,8179,10,170,0.658186305669473,-0.187523612547218,-0.815712769397227,0.0396984323147361,-0.837600717355017,-0.797398546003985,-0.436637832284676,1.23321691558919,-0.442508675397341,-0.497977281019123,1.2608824772552,-0.26075078223785,-0.348458056254704,-0.958642782054387,-0.29914436805265,-0.560448592454706,-0.791869649631159,-0.761606066347522,-0.00718769816970775
2021-07-31,2,2,2,2,4,1,1,2,3,2,597287,4857,18912,178,-29,12,-53,-62,-7,9,40.23,32.11,194342,13802916,3883058,0,17685974,162737,31605,268403,954,1271731,132064,6105,0,24,0.892339599666314,0.529089722793756,-0.949162711220904,0.198492161573681,-1.90122067590107,-0.797398546003985,1.24084084541916,0.115286567179725,-0.602802292115387,-0.618620375895531,-0.643998254379461,-0.57392077275121,-1.13778882065576,-0.969321306647556,-1.22736577225496,-1.031255942223,-0.794933790092621,-0.804639237080705,-1.01383667745886
2021-08-01,2,2,2,2,4,1,2,2,3,2,615314,4990,18027,133,-28,15,-47,-63,-13,9,39.17,31.26,180552,13955087,3911439,0,17866526,152171,28381,231221,838,1037063,100588,6343,3,387,0.760096035411557,0.000440540984840696,-0.815712769397227,0.674873349350514,-0.837600717355017,-0.975091815308495,0.648789547406043,0.115286567179725,-0.709664703260751,-0.748426237471413,-0.723800996591087,-0.603966602099355,-1.50582313606062,-0.982785533308509,-1.51060503973084,-0.977228869298767,-0.794014547954182,-0.697645805737244,-1.88938541496591
2021-08-02,2,2,2,2,4,1,2,2,3,2,633284,5168,17970,178,-23,14,-42,-60,-24,10,37.83,30.23,332299,14207477,3991348,0,18198825,252390,79909,363297,1070,1511331,243831,9116,6,300,0.751578653307013,0.529089722793756,-0.148463060278841,0.51607962009157,0.0487492481000271,-0.442012007394966,-0.436637832284676,0.394769154282091,-0.844754921123758,-0.905720399145718,0.0331317141515672,-0.123755220383713,-0.198510451390304,-0.955857079986603,-0.22162161137122,-0.347745368379061,-0.793095305815744,-0.723288859530305,-0.119886596891042
2021-08-03,2,2,2,2,4,1,2,2,3,2,652185,5315,18901,147,-25,11,-44,-61,-27,11,36.88,30.15,522741,14504923,4086494,130277,18721566,297446,95146,356111,1243,1377477,231584,8247,8,58,0.890695894347894,0.164909175325392,-0.415362943926195,0.0396984323147361,-0.30579073808199,-0.619705276699476,-0.732663481291235,0.674251741384456,-0.940527836772905,-0.917937421411683,0.373430062919974,0.0182448732197884,-0.269638808942326,-0.935776810914665,-0.331827206388919,-0.545012285904926,-0.792482477723451,-0.794617813759279,-0.61929725667537
2021-08-04,2,2,2,2,4,1,2,2,3,2,672385,5503,20200,188,-26,8,-43,-61,-27,11,37.52,30.06,421154,14522648,4089054,130277,19142720,17725,2560,348404,2012,1433215,227799,7568,8,128,1.08480254967776,0.646567318751292,-0.548812885749873,-0.436682755462097,-0.128520744990982,-0.619705276699476,-0.732663481291235,0.674251741384456,-0.876007135704006,-0.931681571460894,-1.73924293103971,-0.844603500237835,-0.345924120889645,-0.846518273826107,-0.365886827287261,-0.699148346894642,-0.792482477723451,-0.773985471626931,-0.41133820162241
2021-08-05,2,2,2,2,4,1,2,2,3,2,693305,5663,20920,160,-28,6,-45,-61,-26,12,37.34,30.58,511395,15213503,4282354,158258,19654115,690855,193300,350668,2360,1433037,223844,7558,8,184,1.1923905341562,0.31763005007019,-0.815712769397227,-0.754270213979987,-0.483060731172999,-0.619705276699476,-0.633988264955716,0.953734328486821,-0.894153582879634,-0.852270926732119,3.3447642490579,0.932983810514407,-0.3235146300049,-0.806125593843248,-0.401476206587906,-0.701418391975492,-0.792482477723451,-0.757479597921053,-0.412002321465236
2021-08-06,2,2,2,2,4,1,2,2,3,2,714684,5854,21379,191,-30,8,-46,-63,-26,13,41.77,33.24,602504,15684996,4399932,171691,20256619,471493,117578,354588,2492,1486593,228487,7802,3,37,1.26097787426121,0.681810597538553,-1.08261265304458,-0.436682755462097,-0.660330724264008,-0.975091815308495,-0.633988264955716,1.23321691558919,-0.447549355168349,-0.44605493638877,1.68796989575234,0.227298236724005,-0.284713744727426,-0.79080423247044,-0.359695805047351,-0.646029292002752,-0.794014547954182,-0.800807516398983,-0.212184331002422
2021-08-07,2,2,2,2,4,1,2,2,3,2,736522,6066,21838,212,-31,6,-52,-62,-9,10,41.31,34.32,180639,15818992,4432194,186072,20437258,133996,32262,257625,2209,1276650,143216,6098,2,59,1.32956521436622,0.92851354904938,-1.21606259486826,-0.754270213979987,-1.72395068281006,-0.797398546003985,1.04349041274812,0.394769154282091,-0.49392360906162,-0.281125135798237,-0.861072891319109,-0.567797909884668,-1.24447145879878,-0.823652302686385,-1.12701362106386,-1.03284497377959,-0.794320962000329,-0.794323066014531,-0.995483837532682
2021-08-08,2,2,2,2,4,1,2,2,3,2,756505,6204,19983,138,-32,6,-48,-65,-14,9,39.32,32.11,224008,15988362,4458845,214059,20661266,169370,26651,224964,2173,1011641,105397,5585,0,112,1.052376726578,0.059179338963609,-1.34951253669194,-0.754270213979987,-1.01487071044603,-1.33047835391751,0.550114331070523,0.115286567179725,-0.694542663947728,-0.618620375895531,-0.593900621491925,-0.620089209038652,-1.56775607972928,-0.82783085578806,-1.46733087410333,-1.1492982864272,-0.794933790092621,-0.778701435542896,-1.98423516015872
2021-08-09,2,2,2,2,4,1,2,2,3,2,776108,6353,19603,149,-26,7,-43,-61,-25,10,38.33,31.08,498019,16335706,4560653,262926,21159285,347344,101808,354626,2589,1485506,239879,8086,1,28,0.995594179214379,0.188404694516899,-0.548812885749873,-0.595476484721042,-0.128520744990982,-0.619705276699476,-0.535313048620196,0.394769154282091,-0.794348123413681,-0.775914537569836,0.750299003945498,0.080330889075044,-0.284337613696675,-0.779545353279816,-0.257183994935354,-0.581560011706612,-0.794627376046475,-0.803460246101713,-0.216239939256083
2021-08-10,2,2,2,2,4,1,2,2,3,2,795951,6588,19843,235,-26,9,-42,-60,-27,11,39.03,31.25,551522,16696220,4688533,326054,21710807,360514,127880,356796,2401,1457383,240637,7891,1,98,1.03145684070719,1.19871201975171,-0.548812885749873,-0.277889026203153,0.0487492481000271,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.723778606619573,-0.749953365254659,0.849769202216093,0.323306963133618,-0.262858552203788,-0.801366686144119,-0.250363072176849,-0.625825890783187,-0.794627376046475,-0.782827903969366,-0.321167143412214
2021-08-11,2,2,2,2,4,1,2,2,3,2,816989,6795,21038,207,-28,4,-44,-61,-28,11,40.69,31.39,570298,17058122,4821195,401788,22281105,361902,132662,348080,2441,1543143,243401,8148,9,3,1.21002300939017,0.869774751070612,-0.815712769397227,-1.07185767249788,-0.30579073808199,-0.619705276699476,-0.831338697626755,0.674251741384456,-0.556428038222116,-0.72857357628922,0.860252469885006,0.367872458153107,-0.349131132836048,-0.79672384936448,-0.225491000271164,-0.567485732205341,-0.792176063677305,-0.810828939720409,-0.00119569554286334
2021-08-12,2,2,2,2,4,1,2,2,3,2,839771,6942,22782,147,-24,11,-41,-67,-58,18,39.7,31.6,263729,17268366,4851761,424707,22544834,210244,30566,215806,2075,1220696,113452,5589,3,154,1.47062501623797,0.164909175325392,-0.281913002102518,0.0396984323147361,0.226019241191036,-1.68586489252653,-3.79159518769235,2.63062985110101,-0.656233497688069,-0.69650389284106,-0.285188025887346,-0.583603656340764,-1.65840365814028,-0.839205805898176,-1.39484732157066,-1.14839026839486,-0.794014547954182,-0.766322030263488,-1.20424879082188
2021-08-13,2,2,2,2,4,1,2,2,3,2,863189,7126,23418,184,-32,2,-48,-64,-28,14,41.85,32.23,661214,17697442,5029944,478662,23206048,429076,178183,332041,2897,1495288,241634,7699,8,19,1.56566106919393,0.599576280368277,-1.34951253669194,-1.38944513101576,-1.01487071044603,-1.152785084613,-0.831338697626755,1.51269950269155,-0.439484267534737,-0.600294842496584,1.36760335057057,0.792102048028082,-0.507888122368038,-0.743795510076596,-0.241391489076281,-0.669410756335507,-0.792482477723451,-0.806112975804444,-0.179743195983486
2021-08-14,2,2,2,2,4,1,2,2,3,2,885275,7343,22086,217,-34,0,-55,-64,-11,11,40.63,32.22,254622,17894545,5072213,493912,23460670,197103,42269,268752,2152,1358047,136185,6096,0,142,1.3666232979088,0.987252347028148,-1.61641242033929,-1.70703258953365,-2.25576066208309,-1.152785084613,0.846139980077083,0.674251741384456,-0.562476853947325,-0.601821970279829,-0.384439193349297,-0.474538414138114,-1.13433435408386,-0.830268345097371,-1.19028262886736,-1.03329898279576,-0.794933790092621,-0.769859003200461,-0.69179078783327
2021-08-15,2,2,2,2,4,1,2,2,3,2,907157,7552,21882,209,-35,1,-51,-65,-15,10,38.75,31.07,141215,17999289,5103669,498927,23601885,104744,31456,198644,2039,1137372,112405,5881,8,251,1.33614003563991,0.893270270262119,-1.74986236216297,-1.54823886027471,-1.54668068971905,-1.33047835391751,0.451439114735004,0.394769154282091,-0.752006413337216,-0.777441665353081,-1.0820070021628,-0.575309367221704,-1.82827630944946,-0.843384358999851,-1.40426883361308,-1.08210495203404,-0.792482477723451,-0.737731499022949,-1.51513149747143
2021-08-16,2,2,2,2,4,1,2,2,3,2,928314,7734,21157,182,-27,7,-44,-60,-26,11,38.45,30.24,510017,18373724,5221091,517087,24111902,374435,117422,358043,2664,1557972,251082,8490,2,43,1.22780491238036,0.57608076117677,-0.68226282757355,-0.595476484721042,-0.30579073808199,-0.442012007394966,-0.633988264955716,0.674251741384456,-0.782250491963262,-0.904193271362472,0.954911543151928,0.225844406271676,-0.250515515484142,-0.770840034317993,-0.156372916223565,-0.489850190440271,-0.794320962000329,-0.799039029930496,0.0541314569810942
2021-08-17,2,2,2,2,4,1,2,2,3,2,948442,7973,20128,239,-26,8,-43,-60,-28,11,39.53,31.1,527456,18733404,5377170,528784,24639358,359680,156079,352172,2613,1487341,242100,8307,1,128,1.07404375122991,1.24570305813473,-0.548812885749873,-0.436682755462097,-0.128520744990982,-0.442012007394966,-0.831338697626755,0.674251741384456,-0.673371808909495,-0.772860282003344,0.843470178270939,0.586105456244148,-0.308627759735175,-0.776759651212032,-0.237198151338203,-0.531392015419826,-0.794627376046475,-0.773985471626931,-0.209393535258412
2021-08-18,3,2,2,2,4,1,2,2,3,2,968957,8285,20515,312,-27,5,-43,-60,-27,11,40.15,31.13,555560,19155357,5501258,538303,25194918,421953,124088,357153,2511,1490656,245774,8468,10,209,1.13187229288708,2.10328950862475,-0.68226282757355,-0.913063943238931,-0.128520744990982,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.610867379749,-0.768278898653607,1.3138048522956,0.287967699830837,-0.259324900151732,-0.788598885000112,-0.204137372690777,-0.494844289618141,-0.791869649631159,-0.750110904302357,-0.197025235938369
2021-08-19,3,2,2,2,4,1,2,2,3,2,989859,8586,20902,301,-29,2,-45,-61,-27,11,40.51,31.28,671726,19609954,5708421,548269,25866644,454597,207163,354622,2498,1471178,242233,8174,1,131,1.18970083454424,1.97406415307146,-0.949162711220904,-1.38944513101576,-0.483060731172999,-0.619705276699476,-0.732663481291235,0.674251741384456,-0.574574485397744,-0.745371981904922,1.56035801496419,1.06217901282624,-0.284377206436754,-0.790107806953494,-0.236001340352872,-0.561583614995131,-0.794627376046475,-0.773101228392687,-0.269697855593211
2021-08-20,3,2,2,2,4,1,2,2,3,2,1009710,8826,19851,240,-30,5,-47,-62,-26,13,44.49,33.66,756062,20100565,5958320,563821,26622706,490611,249899,370178,3168,1641287,251152,8697,9,163,1.03265226275696,1.25745081773048,-1.08261265304458,-0.913063943238931,-0.837600717355017,-0.797398546003985,-0.633988264955716,1.23321691558919,-0.173336375625528,-0.381915569492452,1.83236406815456,1.46045400135674,-0.130401040269309,-0.712340290894542,-0.15574301570497,-0.442860257266676,-0.792176063677305,-0.763669300560757,0.364980584537472
2021-08-21,3,2,2,2,4,1,2,2,3,2,1030281,9087,20571,261,-31,5,-53,-62,-11,9,43.57,33.88,298750,20328634,6025987,566835,26921456,228069,67667,280540,2241,1367611,143590,6745,2,0,1.1402402472354,1.50415376924131,-1.21606259486826,-0.913063943238931,-1.90122067590107,-0.797398546003985,0.846139980077083,0.115286567179725,-0.266084883412071,-0.348318758261047,-0.150559606436067,-0.237843633187682,-1.01765454907089,-0.819938033262674,-1.12364815257879,-0.885973057048597,-0.794320962000329,-0.811713182954653,-0.656107404817616
2021-08-22,3,2,2,2,4,1,2,2,3,2,1049295,9320,19014,233,-35,-1,-48,-66,-15,9,41.09,31.62,176677,20465754,6064263,568116,27098133,137120,38276,220667,2425,1094242,107611,6421,6,178,0.907581230800761,1.17521650056021,-1.74986236216297,-1.8658263187926,-1.01487071044603,-1.50817162322202,0.451439114735004,0.115286567179725,-0.516102600054054,-0.693449637274569,-0.83747798627755,-0.511750882062166,-1.6102885807592,-0.798580984076335,-1.44740802055804,-0.959522517668137,-0.793095305815744,-0.75924808438954,-1.67604997399435
2021-08-23,3,2,2,2,4,1,2,2,3,2,1066786,9562,17491,242,-27,4,-43,-61,-25,10,40.05,32.04,567683,20859750,6228784,577282,27665816,393996,164521,338725,2663,1582700,252144,9013,10,3,0.680002758077602,1.28094633692199,-0.68226282757355,-1.07185767249788,-0.128520744990982,-0.619705276699476,-0.535313048620196,0.394769154282091,-0.620948739291015,-0.629310270378251,1.10265159997585,0.664780050337524,-0.441728653695938,-0.770956105237484,-0.146816425498588,-0.371126832711816,-0.791869649631159,-0.810828939720409,0.146391880988945
2021-08-24,3,2,2,2,4,1,2,2,3,2,1083951,9788,17165,226,-27,4,-44,-61,-27,10,39.96,31.2,625777,21287502,6413310,590781,28291593,427752,184526,373548,2596,1479293,247301,8640,10,196,0.631289309549861,1.09298218338993,-0.68226282757355,-1.07185767249788,-0.30579073808199,-0.619705276699476,-0.732663481291235,0.394769154282091,-0.630021962878829,-0.757589004170888,1.35760346123798,0.851215166996843,-0.0970441567527056,-0.778732856843379,-0.190396542806558,-0.455799514227521,-0.791869649631159,-0.753942624984079,-0.239420706578988
2021-08-25,3,2,2,2,4,1,2,2,3,2,1102368,10085,18417,297,-27,3,-44,-60,-27,11,41.12,33.04,691322,21767006,6611469,604440,28982915,479504,198159,382276,2543,1547853,254082,8716,6,116,0.818372860337382,1.92707311468844,-0.68226282757355,-1.23065140175682,-0.30579073808199,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.51307819219145,-0.476597492053684,1.74847526844374,0.978266901334084,-0.0106527979002078,-0.7848846155764,-0.12937717971233,-0.438547171613061,-0.793095305815744,-0.777522444563905,0.0163773632195508
2021-08-26,3,2,2,2,4,1,2,2,3,2,1120869,10314,18501,229,-28,2,-45,-60,-27,11,41.49,32.05,727676,22199610,6896876,614105,29710591,432604,285407,372501,2656,1530522,247858,8931,12,212,0.830924791859868,1.12822546217719,-0.815712769397227,-1.38944513101576,-0.483060731172999,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.475777161885992,-0.627783142595006,1.39424958136015,1.7913681789293,-0.107407556468398,-0.77176860167392,-0.185384334394306,-0.389741202374786,-0.791256821538867,-0.749226661068114,-0.048284777207498
2021-08-27,3,2,2,2,4,1,2,2,3,2,1139571,10587,18702,273,-31,4,-49,-62,-26,13,46.9,34.99,807032,22662723,7230295,624605,30517623,463113,333419,365650,2953,1630796,256001,9312,18,173,0.860959770860101,1.64512688439035,-1.21606259486826,-1.07185767249788,-1.19214070353703,-0.797398546003985,-0.633988264955716,1.23321691558919,0.069624389337044,-0.178807574320777,1.6246775448406,2.23881245891167,-0.1752200220388,-0.737295538585102,-0.112108906923977,-0.303252484794401,-0.78941833726199,-0.760721823113279,0.325838554924629
2021-08-28,3,2,2,2,4,1,2,2,3,2,1157555,10879,17984,292,-31,3,-53,-62,-10,10,47.66,35.97,328277,22905556,7311721,628623,30845900,242833,81426,284163,2395,1390894,146337,7334,0,43,0.753670641894094,1.86833431670967,-1.21606259486826,-1.23065140175682,-1.90122067590107,-0.797398546003985,0.944815196412603,0.394769154282091,0.146242721856361,-0.0291490515627015,-0.0390502664765327,-0.109617651177406,-0.981793424744286,-0.802063111661064,-1.09892905651334,-0.752267401786532,-0.794933790092621,-0.799039029930496,-0.569238290769784
2021-08-29,3,2,2,2,4,1,2,2,3,2,1174091,11143,16536,264,-30,4,-47,-63,-15,9,44.97,34.11,250018,23105611,7358884,631423,31095918,200055,47163,240034,2597,1157696,119243,7106,1,89,0.53729925088744,1.53939704802857,-1.08261265304458,-1.07185767249788,-0.837600717355017,-0.975091815308495,0.451439114735004,0.115286567179725,-0.124945849823854,-0.313194819246397,-0.362143367586594,-0.428929143409261,-1.41859043148144,-0.778616785923888,-1.34273655152514,-0.804024429629912,-0.794627376046475,-0.785480633672096,-1.43930244305799
2021-08-30,3,2,2,2,4,1,2,2,3,2,1190063,11399,15972,256,-25,6,-43,-58,-24,10,41.92,32.76,806475,23455675,7807211,639507,31902393,350064,448327,397779,3031,1631114,279588,9700,72,29,0.453021996379324,1.44541497126254,-0.415362943926195,-0.754270213979987,-0.128520744990982,-0.0866254687859478,-0.436637832284676,0.394769154282091,-0.432427315855326,-0.519357069984563,0.770842583239045,3.3096890590161,0.142798764461189,-0.728242006864806,0.100140572106191,-0.215174735657421,-0.772871978770096,-0.803165498356966,0.327025016216869
2021-08-31,3,2,2,2,3,0,2,2,2,1,1204729,11589,14666,190,-23,10,-44,-57,-25,10,42.64,32.77,764599,23812163,8209562,645267,32666992,356488,402351,398160,2928,1581025,280344,9351,12,115,0.257869346755919,0.6700628379428,-0.148463060278841,-0.119095296944208,-0.30579073808199,0.0910678005185615,-0.535313048620196,0.394769154282091,-0.359841527152814,-0.517829942201316,0.819361683747041,2.88121913032183,0.146569972953719,-0.740197311572376,0.106943497707022,-0.294399308979086,-0.791256821538867,-0.777817192308653,0.140142438647747
2021-09-01,3,2,2,2,3,0,2,2,2,1,1213954,11841,9225,252,-17,11,-42,-54,-24,9,44.95,34.32,968476,24214207,8768446,652815,33635468,402044,558884,425696,6451,1661457,332847,9455,1999,2777,-0.555167074837455,1.39842393287953,0.652236590663222,0.0396984323147361,0.0487492481000271,0.62414760843209,-0.436637832284676,0.115286567179725,-0.126962121732257,-0.281125135798237,1.16343642576794,4.3400168366969,0.419126395657933,-0.331279462205679,0.579395882390148,-0.270790840138246,-0.1824121118464,0.006801304210056,0.440235063356557
2021-09-02,3,2,2,2,3,0,2,2,2,1,1234487,12103,20533,262,-16,11,-42,-54,-24,9,48.28,36.05,831297,24602328,9204183,660254,34466765,388121,435737,428955,7344,1648659,328090,10008,1664,2216,1.13456199249904,1.51590152883706,0.785686532486899,0.0396984323147361,0.0487492481000271,0.62414760843209,-0.436637832284676,0.115286567179725,0.208747151016858,-0.0169320292967364,1.05827897925909,3.19235748597232,0.451384580637343,-0.22762813110024,0.536589642862166,-0.145257347167241,-0.285060817305371,-0.158552180593474,0.39248559285945
