"data_d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
-0.492965362036813,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.118436823368513,0.992460807868403,-1.36941069662804,0.44645433912758,1.83289214343228,-0.443678607025005,0.322090338583804,0.0000630084971375393,-0.540074871459228,-1.24569099129874,-0.773291252665873,-0.53569000994293,-0.106212571776621,0.632342836856302,0.308917742576576,-0.434384652572608,-0.134587972532669,0.695716033450448
-0.551704160015582,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.251886765192191,1.31004826638629,-0.483060731172999,0.0910678005185615,1.24084084541916,-0.443678607025005,0.0914940433137065,-0.299353369900722,-0.508246759384354,-1.20991344162465,-0.754615123009023,-0.95265715751663,-0.443541270790931,1.01965019118508,0.939088420847425,-1.43648179923116,-0.783740640683834,0.748760443657823
-0.622190717590103,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.785686532486899,1.15125453712735,0.935099213555071,0.44645433912758,0.0567382493929239,-0.443678607025005,-0.467434725354209,-0.696558935856131,-0.640191468126671,0.374155130424453,-0.482282857124562,0.227326485389457,0.0688079039569145,-0.0187870112043379,-0.0565694609107263,-0.0680106289435668,0.257419746990053,0.544127412595238
-0.904136947888191,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.385336707015868,0.674873349350514,0.935099213555071,0.0910678005185615,-0.140612183278116,-0.16419601992264,-0.560589520132195,-0.713697247077557,-0.63585806319629,0.31096096573728,-0.558003193183396,-0.0217361796631984,-0.234470118844646,-0.240630780614175,-0.297378368369699,-0.259463694195058,0.139730327105062,0.101665067495649
-0.539956400419828,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.385336707015868,0.51607962009157,0.580559227373053,0.0910678005185615,-0.140612183278116,0.115286567179725,-0.574333670181407,-0.794348123413681,-0.541419721265209,0.205531618914255,-0.609194800072156,-0.00975007265220999,-0.302117462253976,-0.0800698204335746,-0.249923981465299,-0.282651923538668,0.0848646875405121,0.082397294860148
-0.410731044866537,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.385336707015868,0.674873349350514,0.403289234282045,0.268761069823071,-0.041936966942596,0.115286567179725,-0.586550692447372,-0.771160996467045,-0.560994757330037,0.0982744977570252,-0.607023373819638,0.0508373586578387,-0.305068520859081,-0.244920577260221,-0.25522944087076,-0.21210597978501,0.180293089316054,0.0137993814409831
-0.774911592334901,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.251886765192191,1.15125453712735,0.226019241191036,-0.0866254687859478,-0.041936966942596,0.394769154282091,-0.204768746635954,-0.329597448526768,-0.485384312682684,0.190478915409829,-0.547118103642877,0.0540048584084903,-0.238102190974006,-0.0635234619416807,-0.0550957221869871,0.0103928226134123,0.155646608616842,0.0575581180890798
0.09442261775087,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.148463060278841,0.674873349350514,-1.19214070353703,-0.0866254687859478,1.73421692709676,-0.443678607025005,-0.0871799073260364,-0.327581176618365,-0.427107487756859,-1.24733749875683,-0.771362131488743,-0.983387304245253,-0.846701277149892,-0.289350613951418,-0.318600205991542,-0.925990038698557,-0.67832497022335,-0.0213701071647816
-0.375487766079277,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.148463060278841,0.833667078609459,-0.128520744990982,-0.442012007394966,1.14216562908364,-0.443678607025005,-0.467434725354209,-0.619940603336813,-0.230609988327474,-1.34693609439801,-0.820307756717173,-1.3038716895278,-0.904360422203482,0.114196684823106,0.114089483298264,-1.86236170697947,-1.22156705866304,-0.144637423664195
-0.61044295799435,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0.518786648839545,0.992460807868403,0.580559227373053,0.268761069823071,-0.041936966942596,-0.16419601992264,-0.786604432052555,-0.846771193032161,-0.172781446670308,-0.23099678271411,-0.577424876918364,0.0725869237070571,-0.246047348756981,-0.184557010169423,-0.15088873923003,-0.0959633585078995,0.219400818329141,-0.00477196567757253
-0.622190717590103,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.0150131184551638,0.674873349350514,0.403289234282045,-0.0866254687859478,-0.436637832284676,0.394769154282091,-0.749953365254659,-0.972788187307354,-0.244357341899719,-0.173278388243048,-0.562644267319679,-0.247087589480152,-0.394962306060741,0.101940122977258,0.0510134659222297,-0.220948474321512,-0.119681305892905,-0.0936822900076577
-0.293253448909001,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.148463060278841,0.198492161573681,0.403289234282045,-0.442012007394966,-0.535313048620196,0.394769154282091,-0.972914021608528,-0.920365117688874,0.0092215604057307,-0.0129629418883296,-0.558226859406831,-0.326572036348065,-0.613567647346597,-0.794320962000329,-0.779290931032392,-0.602268925424488,-0.279606281257228,-0.840250444173594
-0.539956400419828,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.415362943926195,-0.277889026203153,0.0487492481000271,-0.442012007394966,-0.436637832284676,0.674251741384456,-0.925573060327911,-0.869958319978797,0.106797885217433,0.138296713446918,-0.514984722876002,-0.395348174399855,-0.570436790810447,-0.794933790092621,-0.787838615630079,-0.538065699270852,-0.296650955861261,-0.973267717910249
-0.222766891334479,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.68226282757355,0.51607962009157,-0.660330724264008,-0.797398546003985,-0.436637832284676,0.953734328486821,-0.55906239234895,-0.555419902267914,0.244271420939893,0.424773905580833,-0.415210948371894,-0.3317012262852,-0.446946338412206,-0.794320962000329,-0.778996183287644,-0.143130791389946,-0.402175506356962,-0.902000173342792
-0.164028093355711,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,-1.48296247851561,-0.913063943238931,-2.4330306551741,-1.33047835391751,-0.140612183278116,0.953734328486821,-0.694976765057815,-0.775193540283851,0.197201677730572,-0.986260327639163,-0.769628718257119,-1.35966287831769,-1.07779186638042,-0.79340171986189,-0.783712147203609,-1.17740790234273,-1.48494786385394,-0.94111607321125
-0.046550497398174,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-1.48296247851561,-0.754270213979987,-1.36941069662804,-1.68586489252653,0.155413465728444,0.674251741384456,-0.737736342988694,-0.803421347001495,0.357836515667142,-1.26177087376785,-0.775350845806673,-1.57795940232637,-1.20264434582717,-0.794627376046475,-0.782827903969366,-2.05752339652179,-1.72504813787834,-0.979071263884798
-0.539956400419828,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.148463060278841,0.198492161573681,0.0487492481000271,-1.33047835391751,-2.31146694265955,1.79218208979392,-0.708720915107026,-0.739908781886798,0.363963053672165,-0.950641386481675,-0.712314248501817,-1.15382038741952,-1.04464920820001,-0.794627376046475,-0.775753958095418,-1.27154875556847,-1.24414481869312,-0.966303462740791
-0.175775852951464,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.148463060278841,0.357285890832625,0.226019241191036,-0.619705276699476,-0.930013913962275,0.674251741384456,-0.682759742791849,-0.648168410054457,0.180764624546365,0.274798223951432,-0.46770727489736,-0.407676227406653,-0.727296905897182,-0.794320962000329,-0.782827903969366,-0.384441347987964,-0.508808653574877,-0.960151704007769
0.000440540984840696,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.548812885749873,-0.436682755462097,0.0487492481000271,-2.04125143113555,-3.69291997135683,2.91011243820338,-0.792712943185538,-0.816527114406115,0.53685096761878,-0.783566196204998,-0.681960878096448,-1.4825654680745,-1.17336076428421,-0.79340171986189,-0.71592016591161,-1.51776932179097,-1.67730919152802,-0.978955192965307
0.376368848048958,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.548812885749873,-0.436682755462097,-0.30579073808199,-0.619705276699476,-0.436637832284676,0.674251741384456,-0.804929965451503,-0.723778606619573,0.706600898684774,0.896211286435219,-0.370011732386006,-0.335984549811649,-0.643986251429987,-0.794933790092621,-0.795502056993522,-0.219698585853272,-0.403640437739887,-0.957714214698459
-0.187523612547218,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.815712769397227,0.0396984323147361,-0.837600717355017,-0.797398546003985,-0.436637832284676,1.23321691558919,-0.497977281019123,-0.442508675397341,0.658186305669473,1.2608824772552,-0.26075078223785,-0.29914436805265,-0.560448592454706,-0.791869649631159,-0.761606066347522,-0.00718769816970775,-0.348458056254704,-0.958642782054387
0.529089722793756,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.949162711220904,0.198492161573681,-1.90122067590107,-0.797398546003985,1.24084084541916,0.115286567179725,-0.618620375895531,-0.602802292115387,0.892339599666314,-0.643998254379461,-0.57392077275121,-1.22736577225496,-1.031255942223,-0.794933790092621,-0.804639237080705,-1.01383667745886,-1.13778882065576,-0.969321306647556
0.000440540984840696,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.815712769397227,0.674873349350514,-0.837600717355017,-0.975091815308495,0.648789547406043,0.115286567179725,-0.748426237471413,-0.709664703260751,0.760096035411557,-0.723800996591087,-0.603966602099355,-1.51060503973084,-0.977228869298767,-0.794014547954182,-0.697645805737244,-1.88938541496591,-1.50582313606062,-0.982785533308509
0.529089722793756,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.148463060278841,0.51607962009157,0.0487492481000271,-0.442012007394966,-0.436637832284676,0.394769154282091,-0.905720399145718,-0.844754921123758,0.751578653307013,0.0331317141515672,-0.123755220383713,-0.22162161137122,-0.347745368379061,-0.793095305815744,-0.723288859530305,-0.119886596891042,-0.198510451390304,-0.955857079986603
0.164909175325392,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.415362943926195,0.0396984323147361,-0.30579073808199,-0.619705276699476,-0.732663481291235,0.674251741384456,-0.917937421411683,-0.940527836772905,0.890695894347894,0.373430062919974,0.0182448732197884,-0.331827206388919,-0.545012285904926,-0.792482477723451,-0.794617813759279,-0.61929725667537,-0.269638808942326,-0.935776810914665
0.646567318751292,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.548812885749873,-0.436682755462097,-0.128520744990982,-0.619705276699476,-0.732663481291235,0.674251741384456,-0.931681571460894,-0.876007135704006,1.08480254967776,-1.73924293103971,-0.844603500237835,-0.365886827287261,-0.699148346894642,-0.792482477723451,-0.773985471626931,-0.41133820162241,-0.345924120889645,-0.846518273826107
0.31763005007019,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.815712769397227,-0.754270213979987,-0.483060731172999,-0.619705276699476,-0.633988264955716,0.953734328486821,-0.852270926732119,-0.894153582879634,1.1923905341562,3.3447642490579,0.932983810514407,-0.401476206587906,-0.701418391975492,-0.792482477723451,-0.757479597921053,-0.412002321465236,-0.3235146300049,-0.806125593843248
0.681810597538553,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.08261265304458,-0.436682755462097,-0.660330724264008,-0.975091815308495,-0.633988264955716,1.23321691558919,-0.44605493638877,-0.447549355168349,1.26097787426121,1.68796989575234,0.227298236724005,-0.359695805047351,-0.646029292002752,-0.794014547954182,-0.800807516398983,-0.212184331002422,-0.284713744727426,-0.79080423247044
0.92851354904938,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.21606259486826,-0.754270213979987,-1.72395068281006,-0.797398546003985,1.04349041274812,0.394769154282091,-0.281125135798237,-0.49392360906162,1.32956521436622,-0.861072891319109,-0.567797909884668,-1.12701362106386,-1.03284497377959,-0.794320962000329,-0.794323066014531,-0.995483837532682,-1.24447145879878,-0.823652302686385
0.059179338963609,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.34951253669194,-0.754270213979987,-1.01487071044603,-1.33047835391751,0.550114331070523,0.115286567179725,-0.618620375895531,-0.694542663947728,1.052376726578,-0.593900621491925,-0.620089209038652,-1.46733087410333,-1.1492982864272,-0.794933790092621,-0.778701435542896,-1.98423516015872,-1.56775607972928,-0.82783085578806
0.188404694516899,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.548812885749873,-0.595476484721042,-0.128520744990982,-0.619705276699476,-0.535313048620196,0.394769154282091,-0.775914537569836,-0.794348123413681,0.995594179214379,0.750299003945498,0.080330889075044,-0.257183994935354,-0.581560011706612,-0.794627376046475,-0.803460246101713,-0.216239939256083,-0.284337613696675,-0.779545353279816
1.19871201975171,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.548812885749873,-0.277889026203153,0.0487492481000271,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.749953365254659,-0.723778606619573,1.03145684070719,0.849769202216093,0.323306963133618,-0.250363072176849,-0.625825890783187,-0.794627376046475,-0.782827903969366,-0.321167143412214,-0.262858552203788,-0.801366686144119
0.869774751070612,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.815712769397227,-1.07185767249788,-0.30579073808199,-0.619705276699476,-0.831338697626755,0.674251741384456,-0.72857357628922,-0.556428038222116,1.21002300939017,0.860252469885006,0.367872458153107,-0.225491000271164,-0.567485732205341,-0.792176063677305,-0.810828939720409,-0.00119569554286334,-0.349131132836048,-0.79672384936448
0.164909175325392,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.281913002102518,0.0396984323147361,0.226019241191036,-1.68586489252653,-3.79159518769235,2.63062985110101,-0.69650389284106,-0.656233497688069,1.47062501623797,-0.285188025887346,-0.583603656340764,-1.39484732157066,-1.14839026839486,-0.794014547954182,-0.766322030263488,-1.20424879082188,-1.65840365814028,-0.839205805898176
0.599576280368277,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.34951253669194,-1.38944513101576,-1.01487071044603,-1.152785084613,-0.831338697626755,1.51269950269155,-0.600294842496584,-0.439484267534737,1.56566106919393,1.36760335057057,0.792102048028082,-0.241391489076281,-0.669410756335507,-0.792482477723451,-0.806112975804444,-0.179743195983486,-0.507888122368038,-0.743795510076596
0.987252347028148,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.61641242033929,-1.70703258953365,-2.25576066208309,-1.152785084613,0.846139980077083,0.674251741384456,-0.601821970279829,-0.562476853947325,1.3666232979088,-0.384439193349297,-0.474538414138114,-1.19028262886736,-1.03329898279576,-0.794933790092621,-0.769859003200461,-0.69179078783327,-1.13433435408386,-0.830268345097371
